Assuming 9 as type relation
Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 272115 facts in 2.52 s using -48 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.7
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?g  /location/administrative_division/country  ?a  ?g  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.027272727	0.6	0.75	6	10	8	-1
?g  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b  ?g  /organization/organization/headquarters./location/mailing_address/state_province_region  ?a   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.186363636	0.5	0.976190476	41	82	42	-1
?g  /location/location/contains  ?a  ?g  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.190909091	0.024404416	0.913043478	42	1721	46	-1
?g  /location/location/contains  ?a  ?g  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.177272727	0.022674419	0.906976744	39	1720	43	-1
?g  /base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency  ?b  ?g  /people/person/places_lived./people/place_lived/location  ?a   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.15	0.12890625	1	33	256	33	-1
?g  /base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency  ?b  ?g  /government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office  ?a   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.068181818	0.75	1	15	20	15	-1
?g  /base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency  ?b  ?g  /people/person/spouse_s./people/marriage/location_of_ceremony  ?a   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.036363636	0.216216216	1	8	37	8	-1
?g  /base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency  ?b  ?g  /music/artist/origin  ?a   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.027272727	0.092307692	1	6	65	6	-1
?g  /base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency  ?b  ?g  /people/person/nationality  ?a   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.113636364	0.735294118	0.833333333	25	34	30	-1
?g  /base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency  ?b  ?g  /people/person/place_of_birth  ?a   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.022727273	0.033557047	0.833333333	5	149	6	-1
?g  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b  ?g  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?a   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.195454545	0.693548387	0.86	43	62	50	-1
?g  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?a  ?g  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.540909091	0.632978723	0.944444444	119	188	126	-1
?g  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b  ?g  /military/military_combatant/military_conflicts./military/military_combatant_group/combatants  ?a   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.145454545	0.542372881	1	32	59	32	-1
?g  /location/administrative_division/country  ?a  ?g  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.027272727	0.5	0.75	6	12	8	-1
?g  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?a  ?g  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.522727273	0.692771084	1	115	166	115	-1
?g  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b  ?g  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?a   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.190909091	0.823529412	1	42	51	42	-1
?g  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?a  ?g  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.545454545	0.693641618	1	120	173	120	-1
?g  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b  ?g  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?a   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.172727273	0.88372093	1	38	43	38	-1
?g  /location/administrative_division/country  ?a  ?g  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.018181818	0.5	1	4	8	4	-1
?g  /base/aareas/schema/administrative_area/administrative_parent  ?a  ?g  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.054545455	0.705882353	1	12	17	12	-1
?g  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?a  ?g  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.140909091	0.632653061	0.885714286	31	49	35	-1
?g  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b  ?g  /military/military_combatant/military_conflicts./military/military_combatant_group/combatants  ?a   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.140909091	0.508196721	1	31	61	31	-1
?g  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?g  /organization/organization/headquarters./location/mailing_address/state_province_region  ?a   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.131818182	0.763157895	1	29	38	29	-1
?g  /base/biblioness/bibs_location/state  ?a  ?g  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.054545455	0.923076923	1	12	13	12	-1
?g  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?a  ?g  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.131818182	0.591836735	0.805555556	29	49	36	-1
?g  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?g  /organization/organization/headquarters./location/mailing_address/state_province_region  ?a   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.122727273	0.710526316	1	27	38	27	-1
?g  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?a  ?g  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.031818182	0.333333333	1	7	21	7	-1
?g  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b  ?g  /military/military_combatant/military_conflicts./military/military_combatant_group/combatants  ?a   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.140909091	0.5	1	31	62	31	-1
?g  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?g  /organization/organization/headquarters./location/mailing_address/citytown  ?a   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.013636364	0.036144578	1	3	83	3	-1
?g  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?g  /organization/organization/place_founded  ?a   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.013636364	0.107142857	1	3	28	3	-1
?a  /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club  ?h  ?h  /sports/sports_team/sport  ?b   => ?a  /sports/sports_team/sport  ?b	0.063829787	0.9	1	27	30	27	-1
?h  /soccer/football_player/current_team./sports/sports_team_roster/team  ?a  ?b  /sports/sport/pro_athletes./sports/pro_sports_played/athlete  ?h   => ?a  /sports/sports_team/sport  ?b	0.236406619	0.4048583	1	100	247	100	-1
?h  /sports/pro_athlete/teams./sports/sports_team_roster/team  ?a  ?b  /sports/sport/pro_athletes./sports/pro_sports_played/athlete  ?h   => ?a  /sports/sports_team/sport  ?b	0.34751773	0.448170732	0.924528302	147	328	159	-1
?g  /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club  ?a  ?g  /sports/sports_team/sport  ?b   => ?a  /sports/sports_team/sport  ?b	0.144208038	0.458646617	1	61	133	61	-1
?g  /location/location/contains  ?a  ?g  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b	0.186363636	0.023878858	0.931818182	41	1717	44	-1
?h  /base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer  ?b  ?a  /location/hud_county_place/place  ?h   => ?a  /base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer  ?b	0.17765043	1	1	62	62	62	-2
?g  /base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer  ?b  ?g  /location/hud_county_place/place  ?a   => ?a  /base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer  ?b	0.17765043	1	1	62	62	62	-2
?a  /dataworld/gardening_hint/split_to  ?h  ?h  /education/educational_institution/students_graduates./education/education/student  ?b   => ?a  /education/educational_institution/students_graduates./education/education/student  ?b	0.059848485	1	1	158	158	158	-2
?a  /education/educational_institution/campuses  ?h  ?h  /education/educational_institution/students_graduates./education/education/student  ?b   => ?a  /education/educational_institution/students_graduates./education/education/student  ?b	0.639393939	1	1	1688	1688	1688	-2
?h  /education/educational_institution/students_graduates./education/education/student  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /education/educational_institution/students_graduates./education/education/student  ?b	0.633333333	1	1	1672	1672	1672	-2
?g  /dataworld/gardening_hint/split_to  ?a  ?g  /education/educational_institution/students_graduates./education/education/student  ?b   => ?a  /education/educational_institution/students_graduates./education/education/student  ?b	0.059848485	0.98136646	0.98136646	158	161	161	-2
?g  /education/educational_institution/students_graduates./education/education/student  ?b  ?g  /education/educational_institution_campus/educational_institution  ?a   => ?a  /education/educational_institution/students_graduates./education/education/student  ?b	0.633333333	1	1	1672	1672	1672	-2
?g  /education/educational_institution/campuses  ?a  ?g  /education/educational_institution/students_graduates./education/education/student  ?b   => ?a  /education/educational_institution/students_graduates./education/education/student  ?b	0.639393939	1	1	1688	1688	1688	-2
?a  /film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue  ?h  ?b  /location/hud_county_place/place  ?h   => ?a  /film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue  ?b	0.028455285	1	1	7	7	7	-1
?a  /film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue  ?h  ?h  /location/hud_county_place/place  ?b   => ?a  /film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue  ?b	0.028455285	1	1	7	7	7	-1
?g  /film/film/prequel  ?a  ?g  /film/film/story_by  ?b   => ?a  /film/film/story_by  ?b	0.098984772	0.481481481	0.795918367	39	81	49	-1
?h  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language  ?b  ?a  /film/film/production_companies  ?h   => ?a  /film/film/language  ?b	0.03307393	0.739130435	0.817307692	85	115	104	-1
?a  /award/award_winning_work/awards_won./award/award_honor/award_winner  ?h  ?h  /people/person/languages  ?b   => ?a  /film/film/language  ?b	0.086381323	0.522352941	0.707006369	222	425	314	-1
?a  /award/award_winning_work/awards_won./award/award_honor/award_winner  ?h  ?h  /film/actor/dubbing_performances./film/dubbing_performance/language  ?b   => ?a  /film/film/language  ?b	0.012451362	0.64	0.96969697	32	50	33	-1
?a  /film/film/produced_by  ?h  ?h  /people/person/languages  ?b   => ?a  /film/film/language  ?b	0.03229572	0.72173913	0.882978723	83	115	94	-1
?a  /film/film/music  ?h  ?h  /people/person/languages  ?b   => ?a  /film/film/language  ?b	0.025680934	0.75	0.846153846	66	88	78	-1
?a  /film/film/written_by  ?h  ?h  /people/person/languages  ?b   => ?a  /film/film/language  ?b	0.024124514	0.688888889	0.765432099	62	90	81	-1
?a  /film/film/story_by  ?h  ?h  /people/person/languages  ?b   => ?a  /film/film/language  ?b	0.010894942	0.651162791	0.756756757	28	43	37	-1
?a  /film/film/distributors./film/film_film_distributor_relationship/region  ?h  ?h  /location/country/official_language  ?b   => ?a  /film/film/language  ?b	0.036575875	0.648275862	0.734375	94	145	128	-1
?a  /film/film/executive_produced_by  ?h  ?h  /people/person/languages  ?b   => ?a  /film/film/language  ?b	0.021400778	0.743243243	0.808823529	55	74	68	-1
?g  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language  ?b  ?g  /film/film_distributor/films_distributed./film/film_film_distributor_relationship/film  ?a   => ?a  /film/film/language  ?b	0.06614786	0.801886792	0.923913043	170	212	184	-1
?g  /award/award_nominee/award_nominations./award/award_nomination/nominated_for  ?a  ?g  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language  ?b   => ?a  /film/film/language  ?b	0.012451362	0.695652174	0.96969697	32	46	33	-1
