Assuming 9 as type relation
Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 272115 facts in 2.61 s using -48 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
Filtering on standard confidence with minimum threshold 0.7
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?g  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b  ?g  /tv/tv_program/country_of_origin  ?a   => ?a  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b	0.013422819	1	1	2	2	2	-1
?g  /location/administrative_division/country  ?a  ?g  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b	0.046979866	0.7	0.777777778	7	10	9	-1
?g  /location/administrative_division/country  ?a  ?g  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b   => ?a  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b	0.040268456	0.75	1	6	8	6	-1
?g  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b  ?g  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?a   => ?a  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b	0.255033557	0.730769231	1	38	52	38	-1
?g  /dataworld/gardening_hint/split_to  ?a  ?g  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b   => ?a  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b	0.013422819	1	1	2	2	2	-1
?g  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?g  /organization/organization/headquarters./location/mailing_address/country  ?a   => ?a  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b	0.013422819	1	1	2	2	2	-1
?a  /education/educational_institution/campuses  ?h  ?h  /education/university/fraternities_and_sororities  ?b   => ?a  /education/university/fraternities_and_sororities  ?b	0.702290076	1	1	92	92	92	-1
?a  /education/educational_institution_campus/educational_institution  ?h  ?h  /education/university/fraternities_and_sororities  ?b   => ?a  /education/university/fraternities_and_sororities  ?b	0.694656489	1	1	91	91	91	-1
?a  /dataworld/gardening_hint/split_to  ?h  ?h  /education/university/fraternities_and_sororities  ?b   => ?a  /education/university/fraternities_and_sororities  ?b	0.045801527	1	1	6	6	6	-1
?g  /education/educational_institution/campuses  ?a  ?g  /education/university/fraternities_and_sororities  ?b   => ?a  /education/university/fraternities_and_sororities  ?b	0.702290076	1	1	92	92	92	-1
?g  /education/educational_institution_campus/educational_institution  ?a  ?g  /education/university/fraternities_and_sororities  ?b   => ?a  /education/university/fraternities_and_sororities  ?b	0.694656489	1	1	91	91	91	-1
?g  /dataworld/gardening_hint/split_to  ?a  ?g  /education/university/fraternities_and_sororities  ?b   => ?a  /education/university/fraternities_and_sororities  ?b	0.045801527	1	1	6	6	6	-1
?b  /dataworld/gardening_hint/split_to  ?h  ?h  /education/educational_institution/campuses  ?a   => ?a  /education/educational_institution_campus/educational_institution  ?b	0.015209125	0.8	1	8	10	8	-1
?b  /dataworld/gardening_hint/split_to  ?h  ?h  /education/educational_institution_campus/educational_institution  ?a   => ?a  /education/educational_institution_campus/educational_institution  ?b	0.015209125	1	1	8	8	8	-1
?b  /dataworld/gardening_hint/split_to  ?h  ?a  /education/educational_institution/campuses  ?h   => ?a  /education/educational_institution_campus/educational_institution  ?b	0.015209125	0.8	1	8	10	8	-1
?b  /dataworld/gardening_hint/split_to  ?h  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /education/educational_institution_campus/educational_institution  ?b	0.015209125	1	1	8	8	8	-1
?b  /education/educational_institution/campuses  ?h  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /education/educational_institution_campus/educational_institution  ?b	0.807984791	1	1	425	425	425	-1
?h  /education/educational_institution_campus/educational_institution  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /education/educational_institution_campus/educational_institution  ?b	1	1	1	526	526	526	-1
?h  /dataworld/gardening_hint/split_to  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /education/educational_institution_campus/educational_institution  ?b	0.015209125	0.8	0.8	8	10	10	-1
?h  /education/educational_institution/campuses  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /education/educational_institution_campus/educational_institution  ?b	0.807984791	1	1	425	425	425	-1
?a  /dataworld/gardening_hint/split_to  ?h  ?b  /education/educational_institution/campuses  ?h   => ?a  /education/educational_institution_campus/educational_institution  ?b	0.015209125	0.8	1	8	10	8	-1
?a  /dataworld/gardening_hint/split_to  ?h  ?b  /education/educational_institution_campus/educational_institution  ?h   => ?a  /education/educational_institution_campus/educational_institution  ?b	0.015209125	1	1	8	8	8	-1
?a  /dataworld/gardening_hint/split_to  ?h  ?h  /education/educational_institution/campuses  ?b   => ?a  /education/educational_institution_campus/educational_institution  ?b	0.015209125	0.8	1	8	10	8	-1
?a  /dataworld/gardening_hint/split_to  ?h  ?h  /education/educational_institution_campus/educational_institution  ?b   => ?a  /education/educational_institution_campus/educational_institution  ?b	0.015209125	1	1	8	8	8	-1
?a  /education/educational_institution_campus/educational_institution  ?h  ?b  /education/educational_institution_campus/educational_institution  ?h   => ?a  /education/educational_institution_campus/educational_institution  ?b	1	1	1	526	526	526	-1
?b  /sports/sports_position/players./american_football/football_historical_roster_position/position_s  ?a  ?a  /sports/sports_position/players./sports/sports_team_roster/position  ?b   => ?a  /sports/sports_position/players./american_football/football_historical_roster_position/position_s  ?b	0.656862745	0.779069767	0.779069767	67	86	86	-1
?b  /sports/sports_position/players./american_football/football_historical_roster_position/position_s  ?a  ?b  /sports/sports_position/players./sports/sports_team_roster/position  ?a   => ?a  /sports/sports_position/players./american_football/football_historical_roster_position/position_s  ?b	0.656862745	0.788235294	0.788235294	67	85	85	-1
?a  /education/educational_institution/campuses  ?g  ?g  /education/educational_institution_campus/educational_institution  ?b   => ?a  /education/educational_institution_campus/educational_institution  ?b	0.807984791	1	1	425	425	425	-1
?g  /education/educational_institution/campuses  ?a  ?g  /education/educational_institution_campus/educational_institution  ?b   => ?a  /education/educational_institution_campus/educational_institution  ?b	0.807984791	1	1	425	425	425	-1
?g  /dataworld/gardening_hint/split_to  ?a  ?g  /education/educational_institution_campus/educational_institution  ?b   => ?a  /education/educational_institution_campus/educational_institution  ?b	0.015209125	0.8	1	8	10	8	-1
?g  /education/educational_institution_campus/educational_institution  ?a  ?g  /education/educational_institution_campus/educational_institution  ?b   => ?a  /education/educational_institution_campus/educational_institution  ?b	1	1	1	526	526	526	-1
?b  /education/educational_institution/campuses  ?h  ?a  /sports/sports_league_draft/picks./sports/sports_league_draft_pick/school  ?h   => ?a  /sports/sports_league_draft/picks./sports/sports_league_draft_pick/school  ?b	0.732342007	1	1	197	197	197	-2
?b  /education/educational_institution_campus/educational_institution  ?h  ?a  /sports/sports_league_draft/picks./sports/sports_league_draft_pick/school  ?h   => ?a  /sports/sports_league_draft/picks./sports/sports_league_draft_pick/school  ?b	0.669144981	1	1	180	180	180	-2
?b  /dataworld/gardening_hint/split_to  ?h  ?a  /sports/sports_league_draft/picks./sports/sports_league_draft_pick/school  ?h   => ?a  /sports/sports_league_draft/picks./sports/sports_league_draft_pick/school  ?b	0.044609665	1	1	12	12	12	-2
?g  /education/educational_institution/campuses  ?b  ?a  /sports/sports_league_draft/picks./sports/sports_league_draft_pick/school  ?g   => ?a  /sports/sports_league_draft/picks./sports/sports_league_draft_pick/school  ?b	0.732342007	1	1	197	197	197	-2
?g  /education/educational_institution_campus/educational_institution  ?b  ?a  /sports/sports_league_draft/picks./sports/sports_league_draft_pick/school  ?g   => ?a  /sports/sports_league_draft/picks./sports/sports_league_draft_pick/school  ?b	0.669144981	1	1	180	180	180	-2
?g  /dataworld/gardening_hint/split_to  ?b  ?a  /sports/sports_league_draft/picks./sports/sports_league_draft_pick/school  ?g   => ?a  /sports/sports_league_draft/picks./sports/sports_league_draft_pick/school  ?b	0.044609665	0.75	1	12	16	12	-2
?b  /location/hud_county_place/place  ?a  ?a  /location/us_county/county_seat  ?b   => ?a  /location/hud_county_place/county  ?b	0.026229508	0.727272727	0.888888889	8	11	9	-1
?b  /location/hud_county_place/county  ?a  ?b  /location/hud_county_place/place  ?a   => ?a  /location/hud_county_place/county  ?b	0.042622951	1	1	13	13	13	-1
?b  /location/hud_county_place/place  ?a  ?b  /location/us_county/county_seat  ?a   => ?a  /location/hud_county_place/county  ?b	0.026229508	0.727272727	0.888888889	8	11	9	-1
?b  /location/hud_county_place/county  ?a  ?b  /location/us_county/county_seat  ?a   => ?a  /location/hud_county_place/county  ?b	0.032786885	1	1	10	10	10	-1
?a  /location/hud_county_place/place  ?b  ?a  /location/us_county/county_seat  ?b   => ?a  /location/hud_county_place/county  ?b	0.026229508	0.727272727	0.888888889	8	11	9	-1
?b  /location/location/contains  ?a  ?b  /location/us_county/county_seat  ?a   => ?a  /location/hud_county_place/county  ?b	0.268852459	0.713043478	0.987951807	82	115	83	-1
?b  /location/hud_county_place/county  ?a  ?a  /location/hud_county_place/place  ?b   => ?a  /location/hud_county_place/county  ?b	0.042622951	1	1	13	13	13	-1
?h  /location/hud_county_place/place  ?a  ?b  /location/us_county/county_seat  ?h   => ?a  /location/hud_county_place/county  ?b	0.31147541	0.730769231	0.969387755	95	130	98	-1
?a  /location/hud_county_place/place  ?h  ?b  /location/us_county/county_seat  ?h   => ?a  /location/hud_county_place/county  ?b	0.31147541	0.730769231	0.969387755	95	130	98	-1
?a  /location/hud_county_place/county  ?h  ?b  /location/us_county/county_seat  ?h   => ?a  /location/hud_county_place/county  ?b	0.032786885	0.833333333	0.833333333	10	12	12	-1
?a  /location/hud_county_place/county  ?h  ?b  /location/hud_county_place/place  ?h   => ?a  /location/hud_county_place/county  ?b	0.042622951	1	1	13	13	13	-1
?h  /location/hud_county_place/county  ?b  ?a  /location/hud_county_place/county  ?h   => ?a  /location/hud_county_place/county  ?b	0.059016393	1	1	18	18	18	-1
?a  /location/hud_county_place/county  ?h  ?h  /location/hud_county_place/place  ?b   => ?a  /location/hud_county_place/county  ?b	0.042622951	1	1	13	13	13	-1
?b  /location/hud_county_place/county  ?h  ?a  /location/hud_county_place/place  ?h   => ?a  /location/hud_county_place/county  ?b	0.042622951	1	1	13	13	13	-1
?a  /location/hud_county_place/place  ?h  ?h  /location/us_county/county_seat  ?b   => ?a  /location/hud_county_place/county  ?b	0.026229508	0.727272727	0.888888889	8	11	9	-1
?h  /location/hud_county_place/county  ?b  ?a  /location/hud_county_place/place  ?h   => ?a  /location/hud_county_place/county  ?b	0.809836066	1	1	247	247	247	-1
?b  /location/hud_county_place/county  ?h  ?a  /location/us_county/county_seat  ?h   => ?a  /location/hud_county_place/county  ?b	0.032786885	0.833333333	1	10	12	10	-1
?g  /location/hud_county_place/county  ?a  ?g  /location/us_county/county_seat  ?b   => ?a  /location/hud_county_place/county  ?b	0.032786885	0.909090909	1	10	11	10	-1
?g  /location/hud_county_place/place  ?a  ?g  /location/us_county/county_seat  ?b   => ?a  /location/hud_county_place/county  ?b	0.026229508	0.727272727	0.888888889	8	11	9	-1
?g  /location/hud_county_place/county  ?b  ?g  /location/hud_county_place/place  ?a   => ?a  /location/hud_county_place/county  ?b	0.809836066	1	1	247	247	247	-1
?g  /location/hud_county_place/county  ?b  ?g  /location/us_county/county_seat  ?a   => ?a  /location/hud_county_place/county  ?b	0.036065574	1	1	11	11	11	-1
?b  /location/hud_county_place/county  ?g  ?g  /location/hud_county_place/place  ?a   => ?a  /location/hud_county_place/county  ?b	0.042622951	1	1	13	13	13	-1
?b  /location/hud_county_place/place  ?g  ?g  /location/us_county/county_seat  ?a   => ?a  /location/hud_county_place/county  ?b	0.026229508	0.727272727	0.888888889	8	11	9	-1
?g  /location/hud_county_place/place  ?b  ?g  /location/us_county/county_seat  ?a   => ?a  /location/hud_county_place/county  ?b	0.026229508	0.727272727	0.888888889	8	11	9	-1
?a  /award/award_category/category_of  ?h  ?h  /award/award_category/disciplines_or_subjects  ?b   => ?a  /award/award_category/disciplines_or_subjects  ?b	0.142156863	1	1	29	29	29	-1
?g  /award/award_category/category_of  ?a  ?g  /award/award_category/disciplines_or_subjects  ?b   => ?a  /award/award_category/disciplines_or_subjects  ?b	0.142156863	0.935483871	1	29	31	29	-1
?a  /film/film/release_date_s./film/film_regional_release_date/film_release_region  ?h  ?b  /location/country/capital  ?h   => ?a  /film/film/release_date_s./film/film_regional_release_date/film_release_region  ?b	0.017218646	0.742474916	0.742474916	222	299	299	-1
?h  /dataworld/gardening_hint/split_to  ?b  ?a  /film/film/release_date_s./film/film_regional_release_date/film_release_region  ?h   => ?a  /film/film/release_date_s./film/film_regional_release_date/film_release_region  ?b	0.092220585	0.936958235	0.936958235	1189	1269	1269	-1
?h  /tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type  ?b  ?a  /tv/tv_program/program_creator  ?h   => ?a  /tv/tv_program/tv_producer./tv/tv_producer_term/producer_type  ?b	0.47107438	0.721518987	1	57	79	57	-1
?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?h  ?h  /tv/tv_program/tv_producer./tv/tv_producer_term/producer_type  ?b   => ?a  /tv/tv_program/tv_producer./tv/tv_producer_term/producer_type  ?b	0.016528926	1	1	2	2	2	-1
?g  /tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type  ?b  ?g  /tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program  ?a   => ?a  /tv/tv_program/tv_producer./tv/tv_producer_term/producer_type  ?b	0.371900826	0.737704918	1	45	61	45	-1
?g  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?a  ?g  /tv/tv_program/tv_producer./tv/tv_producer_term/producer_type  ?b   => ?a  /tv/tv_program/tv_producer./tv/tv_producer_term/producer_type  ?b	0.016528926	1	1	2	2	2	-1
